sim_ind	normalized_rf	kf_distance	MAE
1	0.7083333333333334	2.6495876164016283	0.6461069680250363
2	0.7916666666666666	3.0902610308815768	0.7435481173507256
3	0.7916666666666666	4.165349006237855	0.8328903990326092
4	0.8229166666666666	2.8529619534116417	0.7273648091672617
5	0.8229166666666666	3.143904597930841	0.6579840363989055
6	0.8229166666666666	3.1749068596763927	0.8000347002160733
7	0.8125	2.9896528828682976	0.6772695469673877
8	0.7395833333333334	3.2309567063474445	0.8540706233787061
9	0.8125	2.9122771686326803	0.696661524649694
10	0.8229166666666666	3.950578703786774	0.672055204971806
