sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9299363057324841	6.164467430143572	1.4579344977836137	0.0
2	0.9299363057324841	8.202545122951813	1.5185228132693287	0.0
3	0.9490445859872612	6.180956800961635	1.4641325852014946	0.0
4	0.9171974522292994	7.489120128405795	1.9499411787324186	0.0
5	0.9490445859872612	9.572115839019881	1.719558217672635	0.0
6	0.9617834394904459	6.5771926123077105	1.4023874732704331	0.0
7	0.910828025477707	7.988520605188688	1.8779257817616475	0.0
8	0.9171974522292994	7.58039757246946	1.855096433441922	0.0
9	0.89171974522293	6.524397385005835	1.4733624213318985	0.0
10	0.9363057324840764	10.20075534828176	2.321113986609814	0.0
