sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5823389021479713	5.364311405261475	1.146029578965709	0.4
2	0.5465393794749404	5.398324720188533	1.088152730082995	0.4
3	0.5990453460620525	5.307804700373414	1.2955418972661414	0.4
4	0.594272076372315	5.43818735574021	1.4095230210703673	0.4
5	0.5465393794749404	5.205195100441232	1.1748972376169649	0.4
6	0.5560859188544153	5.5407691898624325	1.1859665744329724	0.4
7	0.5727923627684964	5.290076294932842	1.187877885226124	0.4
8	0.6014319809069213	5.395206615296663	1.4319950675882551	0.4
9	0.60381861575179	5.362208076381323	1.4953814448363474	0.4
10	0.5775656324582339	5.30076291505295	1.2812611473789988	0.4
