sim_ind	normalized_rf	kf_distance	MAE
1	0.9342105263157895	6.749047491748894	0.8682357885051687
2	0.9495614035087719	6.541616584299323	0.9555658152653087
3	0.9517543859649122	6.788274805993472	0.9421732481369473
4	0.9539473684210527	6.756148279219456	0.9497376657735455
5	0.9407894736842105	6.762966667207624	0.8633666406517116
6	0.9495614035087719	6.693817670479156	0.8705081307657828
7	0.9451754385964912	6.567248020299625	0.9643868360811019
8	0.9407894736842105	6.550982891834425	0.9265730928882725
9	0.9385964912280702	6.627674255765891	0.8550649277066024
10	0.9627192982456141	6.588968534738284	1.03688747752729
