sim_ind	normalized_rf	kf_distance	MAE
1	0.5365853658536586	4.471615394300904	2.189208310251017
2	0.5170731707317073	4.209195406052745	2.075523398430386
3	0.6195121951219512	4.469424658259131	2.217081117352382
4	0.5609756097560976	4.440499968049332	2.249390546680827
5	0.6097560975609756	4.55705808043736	2.3257883963979133
6	0.6146341463414634	4.400281682671112	2.277968844209449
7	0.5463414634146342	4.37532334947001	2.242763501428352
8	0.526829268292683	4.456079450622282	2.1476194742939883
9	0.551219512195122	4.430704301687627	2.1428400838060058
10	0.6390243902439025	4.569810389394584	2.488676215129123
