sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.3	0.773104783117315	0.21238000406485685	0.4
2	0.6	1.1773748227775713	0.5114933422473605	0.4
3	0.64	1.1522562338547029	0.32598595867119196	0.4
4	0.52	1.4391889308918355	0.502228802307692	0.4
5	0.52	1.361718248479827	0.36971918154826494	0.4
6	0.56	1.2727962614269703	0.5552997663197583	0.4
7	0.5	1.0808429363825132	0.3415610513242833	0.4
8	0.52	1.3601582161426706	0.4442292934087479	0.4
9	0.62	1.3664650935766811	0.44986870807616897	0.4
10	0.66	1.2533224620412053	0.3121002805377068	0.4
