sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6951219512195121	7.390154725525552	2.392787507651497	0.2
2	0.6722560975609756	7.542757083349308	2.303445817807644	0.2
3	0.7332317073170732	7.58032070120564	2.557752726758525	0.2
4	0.6798780487804879	7.692042231248477	2.3490383316851826	0.2
5	0.6935975609756098	7.44809097077129	2.4755984213611044	0.2
6	0.6676829268292683	7.43349294264854	2.179881421321981	0.2
7	0.6585365853658537	7.296406719222885	2.2126562077283682	0.2
8	0.6600609756097561	7.362686146576821	1.9940247213929412	0.2
9	0.6509146341463414	7.451763462349731	2.046645825200032	0.2
10	0.6570121951219512	7.487239912064915	2.3612980968152932	0.2
