sim_ind	normalized_rf	kf_distance	MAE
1	0.8430493273542601	5.144145117067428	1.270054228659888
2	0.8340807174887892	4.910096356321132	1.367699630100206
3	0.8295964125560538	5.125939427376546	1.476275051053281
4	0.8475336322869955	5.279693857387388	1.2403877350162935
5	0.8452914798206278	5.02030543945881	1.1005105580700996
6	0.8452914798206278	5.155361064075379	1.3158224677498966
7	0.8363228699551569	4.9592164139837625	1.238770386500882
8	0.8139013452914798	5.075198860987484	1.2842335566332905
9	0.8116591928251121	5.19843457764325	1.3964667080187754
10	0.8340807174887892	5.157355991247787	1.4029074665795664
