sim_ind	normalized_rf	kf_distance	MAE
1	0.6666666666666666	2.120833691619191	0.75517573591649
2	0.5714285714285714	2.070774877908367	0.5222809166342492
3	0.5238095238095238	2.000077439245932	0.7726602496427062
4	0.5238095238095238	2.1759961752129753	0.725609554729386
5	0.5	2.3093046815440865	0.6572134314344605
6	0.5476190476190477	1.9553157009532045	0.7390614268054964
7	0.5714285714285714	1.9876148395434179	0.8614628362124734
8	0.5	2.1602093021959354	0.6930964240676535
9	0.47619047619047616	1.8402937589303812	0.7217128991712471
10	0.5714285714285714	2.259884471193973	0.5798316904608879
