sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.84	1.5817353097055462	0.4480267800211155	0.0
2	0.88	1.5706026572216192	0.5665537375052794	0.0
3	0.92	1.7450262235634322	0.5037106427722482	0.0
4	0.74	1.5267234885294398	0.4636721649494721	0.0
5	0.78	1.4345859558724963	0.5642206024607844	0.0
6	0.86	1.6941429916341688	0.42300635946003	0.0
7	0.82	1.5206895562117233	0.630127832647812	0.0
8	0.86	1.7168638712562916	0.5278531873619917	0.0
9	0.92	1.6944108033575571	0.5502977987850681	0.0
10	0.9	1.6939324762825787	0.5091702578129714	0.0
