sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.639618138424821	5.502288793315864	1.830472994303896	0.3
2	0.5775656324582339	5.362507089870115	1.4748895517321048	0.3
3	0.5847255369928401	5.343873390262185	1.497390691922289	0.3
4	0.5465393794749404	5.2874114605132485	1.3449367593154575	0.3
5	0.6133651551312649	5.484202191397401	1.5459263537713808	0.3
6	0.6252983293556086	5.4391830932671565	1.551900150014742	0.3
7	0.6085918854415274	5.469446756950491	1.2327666409653824	0.3
8	0.5322195704057279	5.3270978430759	1.3564257042754653	0.3
9	0.5918854415274463	5.30604249708284	1.2936666530142498	0.3
10	0.5465393794749404	5.364175939335825	1.0907392920054135	0.3
