sim_ind	normalized_rf	kf_distance	MAE
1	0.431980906921241	5.018359318649679	0.7225556932089192
2	0.477326968973747	5.276229370282857	0.7417909295179973
3	0.43914081145584727	5.371804016730597	0.7489525595585786
4	0.41766109785202865	4.833427629557875	0.7387393974156646
5	0.45346062052505964	5.001128969391584	0.7512626941968584
6	0.4510739856801909	4.98475410929772	0.834540168721756
7	0.45346062052505964	4.787460152260944	0.7954580736717761
8	0.45346062052505964	5.110665293418548	0.7089482987072647
9	0.42482100238663484	5.156079146589618	0.8429438933227641
10	0.43675417661097854	4.891916102022173	0.7721406918903756
