sim_ind	normalized_rf	kf_distance	MAE
1	0.7272727272727273	2.177139661181229	0.5477146242287092
2	0.8484848484848485	2.4115068964787447	0.62237018024144
3	0.8181818181818182	2.3082947459669247	0.6000263079381032
4	0.803030303030303	2.3112461121116645	0.5662896067313424
5	0.8181818181818182	2.5592838624329	0.5922878807471448
6	0.8484848484848485	2.5548813342638557	0.5536363974047411
7	0.803030303030303	2.4054891018865026	0.5623584534091297
8	0.7727272727272727	2.234744139057037	0.6012265580557494
9	0.8787878787878788	2.5957739580185892	0.6135404852251963
10	0.7575757575757576	2.4355387366571106	0.4971392642638274
