sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
6	logits	0.3	20	0.3511679549064009
6	logits	0.3	40	0.30966663290578617
6	logits	0.3	60	0.28351734876673457
6	logits	0.3	80	0.2653132967172016
6	logits	0.3	100	0.2512810832740435
6	logits	0.3	120	0.23938239284167231
6	logits	0.3	140	0.23062989634665465
6	logits	0.3	160	0.2263993800752628
6	logits	0.3	180	0.22274225662352531
6	logits	0.3	200	0.21946227848873429
6	logits	0.3	220	0.21726705712152575
6	logits	0.3	240	0.21437064974173642
6	logits	0.3	260	0.21247665247743275
6	logits	0.3	280	0.21121434311732978
6	logits	0.3	300	0.20864664167833039
6	logits	0.3	320	0.20646408463458485
6	logits	0.3	340	0.20695461887822778
6	logits	0.3	360	0.20610107248239043
6	logits	0.3	380	0.20454889972624282
6	logits	0.3	400	0.2044524434407494
6	logits	0.3	420	0.204229731804287
6	logits	0.3	440	0.2035075523829212
6	logits	0.3	460	0.20418241922649888
6	logits	0.3	480	0.20350048320339695
6	logits	0.3	500	0.20413605993713138
6	logits	0.3	520	0.2044679572218421
6	logits	0.3	540	0.20429254938308677
6	logits	0.3	560	0.20408508542361467
6	logits	0.3	580	0.20369880057970968
6	logits	0.3	600	0.20401852125882397
6	logits	0.3	620	0.20251154117751338
6	logits	0.3	640	0.20174401323964833
6	logits	0.3	660	0.20288851204454592
6	logits	0.3	680	0.20134360622137232
6	logits	0.3	700	0.2034683898582805
6	logits	0.3	720	0.20335080425362395
6	logits	0.3	740	0.2022568145066368
6	logits	0.3	760	0.20257227438441539
6	logits	0.3	780	0.20119874590714595
6	logits	0.3	800	0.2011215505445285
6	logits	0.3	820	0.19965316565408028
6	logits	0.3	840	0.1989488236849099
6	logits	0.3	860	0.199299771636342
6	logits	0.3	880	0.19911176678576625
6	logits	0.3	900	0.1984961155026187
6	logits	0.3	920	0.19847320102291705
6	logits	0.3	940	0.1988941970231301
6	logits	0.3	960	0.19809636322382318
6	logits	0.3	980	0.19845184449210546
6	logits	0.3	1000	0.19919706148568572
