sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9299363057324841	5.67244976333774	1.1922209176460477	0.0
2	0.9554140127388535	6.439104920939944	1.153522836072127	0.0
3	0.9426751592356688	6.307485637562696	1.1676411142942447	0.0
4	0.9554140127388535	6.850150530266136	1.161438461258032	0.0
5	0.9554140127388535	7.8919733697632495	2.267061686597405	0.0
6	0.9617834394904459	7.346609238753031	2.041297380205237	0.0
7	0.9617834394904459	6.779649077223426	1.934033807958763	0.0
8	0.9171974522292994	6.126574186597525	1.2967795815248704	0.0
9	0.9681528662420382	6.463667605220363	1.1707839668805071	0.0
10	0.9363057324840764	5.962632708066923	1.536191192240107	0.0
