sim_ind	normalized_rf	kf_distance	MAE
1	0.5727923627684964	5.385495455696757	1.135459476845336
2	0.5894988066825776	5.455676644676893	1.373418280576113
3	0.6992840095465394	5.667268858991111	1.807193611208869
4	0.6252983293556086	5.570229804080503	1.5118705950741451
5	0.6420047732696897	5.590331291934396	1.680585625032114
6	0.6157517899761337	5.520209227473608	1.5573974904823258
7	0.630071599045346	5.5415180256464005	1.6746323676834687
8	0.6348448687350835	5.479068024238652	1.6484144687275297
9	0.6252983293556086	5.425236631640168	1.5615221311410266
10	0.630071599045346	5.509542039594542	1.5516600918418755
