sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.569620253164557	2.766756094469849	0.6439222906715392	0.2
2	0.6455696202531646	3.11151932802515	0.7188283652817589	0.2
3	0.5949367088607594	2.8731665365612447	0.6523294961860849	0.2
4	0.6139240506329114	3.069394475422485	0.6816813288284608	0.2
5	0.5886075949367089	2.8876903315857096	0.8207415057949713	0.2
6	0.6265822784810127	3.0453907609562005	0.7606232774215403	0.2
7	0.5949367088607594	2.86591049713153	0.6142303240761792	0.2
8	0.6518987341772152	3.155250556684666	0.7601276913238993	0.2
9	0.6012658227848101	3.02743417726248	0.6365671735867892	0.2
10	0.6265822784810127	3.0856189638682405	0.7075450358059727	0.2
