sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.34	0.9384418697076853	0.43619603388612344	0.7
2	0.44	0.8706823498479065	0.6526690140467579	0.7
3	0.38	0.7857250512622188	0.49545831659577716	0.7
4	0.4	0.7038103767622629	0.3396665939947208	0.7
5	0.4	0.8684917285695342	0.454704397386878	0.7
6	0.5	1.0671888565803864	0.6094390639095023	0.7
7	0.32	0.9082624031509847	0.44316676927752685	0.7
8	0.52	1.0993345869216804	0.5682231747088988	0.7
9	0.38	0.8033036021662144	0.5089002497541473	0.7
10	0.4	0.9203192969707469	0.40874605110482654	0.7
