sim_ind	normalized_rf	kf_distance	MAE
1	0.33658536585365856	3.128734870442805	0.6797234310092416
2	0.3121951219512195	2.863125583908659	0.7442197380601283
3	0.3121951219512195	2.977418803377481	0.7254460899583558
4	0.2682926829268293	2.914568796388117	0.5401879706949065
5	0.3073170731707317	3.1655906327757917	0.706695397125278
6	0.32682926829268294	3.2053685333125097	0.8205744601097494
7	0.35121951219512193	3.2893850505743085	0.8059904467882385
8	0.3170731707317073	2.997930708413345	0.7669721536798455
9	0.2926829268292683	2.978386842874834	0.786262392077199
10	0.3121951219512195	2.9349792658052136	0.8657240332225506
