sim_ind	normalized_rf	kf_distance	MAE
1	0.22926829268292684	2.7598276541412585	0.6721652890647728
2	0.24878048780487805	2.499051872039393	0.687718690963089
3	0.2926829268292683	2.6902706668570193	0.571582302592937
4	0.28292682926829266	2.780416106492674	0.5620452835525543
5	0.25853658536585367	2.7101839099328577	0.7603669528034335
6	0.3073170731707317	2.969821408755419	0.6967556668921705
7	0.23414634146341465	3.135486907002615	0.7198405334487994
8	0.24878048780487805	3.1270874710665106	0.7436415710265956
9	0.28292682926829266	2.6107816651842986	0.5808706681811316
10	0.3073170731707317	2.5713081663423836	0.6047174317297506
