sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.2848101265822785	1.9948732836758967	0.35631693413687915	0.9
2	0.25316455696202533	1.734149479298022	0.27499647832663526	0.9
3	0.2721518987341772	1.7965101596371535	0.3095417177894745	0.9
4	0.2468354430379747	1.7128369512018355	0.2778687899347333	0.9
5	0.23417721518987342	1.7350192647134153	0.34821012212291697	0.9
6	0.25316455696202533	1.8637130713160452	0.331108683300884	0.9
7	0.2563291139240506	1.7038201029104592	0.3757326332460409	0.9
8	0.25316455696202533	1.681156502753467	0.3032259541767971	0.9
9	0.24050632911392406	1.751111020652014	0.25804872951622265	0.9
10	0.2721518987341772	1.807782601067013	0.3337065553020397	0.9
