sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.125	0.3707280723434201	0.23851739462222227	0.8
2	0.25	0.825576677669731	0.6038479603111111	0.8
3	0.0	0.6037529866330453	0.35023744917777777	0.8
4	0.25	0.5430069560435258	0.25198245622222226	0.8
5	0.125	0.5141240864912349	0.2975996649555555	0.8
6	0.5	0.675639336857569	0.2898636268444445	0.8
7	0.625	1.2920741283815402	0.3212408828	0.8
8	0.75	0.7851002571517646	0.31309515968888896	0.8
9	0.25	0.4686559225223207	0.21705053257777773	0.8
10	0.25	0.4267733068763869	0.27980810648888904	0.8
