sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.40487804878048783	3.79021227459734	1.457352899935462	0.6
2	0.35609756097560974	3.8327372187472735	1.7177870344561685	0.6
3	0.3853658536585366	3.631474332532012	1.5302454855292977	0.6
4	0.4292682926829268	3.659186718115158	1.6952738403604033	0.6
5	0.47804878048780486	3.72776485489884	1.774193353944361	0.6
6	0.43902439024390244	3.782088368689988	1.707367095458106	0.6
7	0.4292682926829268	3.8825155817216044	1.6620401582448192	0.6
8	0.4195121951219512	3.784584236225975	1.690838090744706	0.6
9	0.3853658536585366	3.588181046094608	1.5598533939306822	0.6
10	0.4292682926829268	3.850136320806601	1.6231134948646868	0.6
