sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.84	1.4942728967127779	0.6954716310407228	0.1
2	0.86	1.4946207314746354	0.682429976806938	0.1
3	0.88	1.5877363836502048	0.5802758104781296	0.1
4	0.88	1.5686016514714534	0.5697019527692306	0.1
5	0.88	1.6210024910554495	0.5552687294728506	0.1
6	0.84	1.4755029966449338	0.627177710239818	0.1
7	0.8	1.5332642718545086	0.5525064240354448	0.1
8	0.86	1.456733477642966	0.7211419081206647	0.1
9	0.8	1.3968443530546992	0.6660310433242833	0.1
10	0.88	1.5211431882522424	0.6570653670475117	0.1
