sim_ind	normalized_rf	kf_distance	MAE
1	0.5714285714285714	2.434640254870293	0.8693703031363633
2	0.47619047619047616	1.9611921251861846	0.5681461336976744
3	0.4523809523809524	1.9701061449493626	0.8603124028202961
4	0.5	2.1660267114490455	0.5512258520169131
5	0.5952380952380952	2.5304862744240357	0.9287499272621553
6	0.47619047619047616	2.105236000847047	0.8023300304249472
7	0.38095238095238093	1.9124586238043737	0.5070910082367862
8	0.5714285714285714	2.0160920948214045	0.9097207762093011
9	0.40476190476190477	2.3144676427258255	1.0607302841014787
10	0.5	1.8075256658598982	0.5848988000951367
