sim_ind	normalized_rf	kf_distance	MAE
1	0.5472560975609756	6.875273051841854	1.4446198077185335
2	0.5929878048780488	7.321676406812363	1.492487210566583
3	0.6128048780487805	7.148486691003823	1.7104191706378227
4	0.5350609756097561	7.637065183081335	1.1827257686865469
5	0.5411585365853658	7.011729413112897	1.4571039162264834
6	0.5746951219512195	7.9499601272346085	1.380655006002522
7	0.5487804878048781	7.415934309680766	1.217896335851252
8	0.5655487804878049	6.684532053067976	1.7797219971302556
9	0.5609756097560976	7.012456498625903	1.3424661820151376
10	0.600609756097561	7.83785443165005	1.482737163010017
