sim_ind	normalized_rf	kf_distance	MAE
1	0.7924528301886793	1.7622195414280217	1.2394409153885506
2	0.7735849056603774	1.7706777270830696	1.2737775893077439
3	0.9245283018867925	1.9539901970497884	1.393288685955556
4	0.8490566037735849	1.704981005416768	1.3275741647393924
5	0.8679245283018868	1.9061907827052975	1.3647761544606072
6	0.8490566037735849	1.7764332685624773	1.3914683719784515
7	0.7547169811320755	1.7140519760150326	1.2546015415919176
8	0.8113207547169812	1.8272170882924865	1.3511873897670028
9	0.8301886792452831	1.8499203276257385	1.2609227051703684
10	0.8301886792452831	1.7934877775409326	1.2724986639138038
