sim_ind	normalized_rf	kf_distance	MAE
1	0.4343675417661098	4.86339859691821	0.6633893625237621
2	0.35083532219570407	4.551075453399411	0.6527580581339911
3	0.4152744630071599	4.670691885950579	0.6611697065579194
4	0.3723150357995227	4.740121832509646	0.5998963131579254
5	0.4295942720763723	4.643065372172014	0.7605310192871014
6	0.4033412887828162	4.852313808328619	0.5549774753069312
7	0.3747016706443914	4.71783941189724	0.5357468266402975
8	0.3937947494033413	4.713698420683363	0.6153220804245886
9	0.4105011933174224	4.663234894110572	0.7195140597904903
10	0.4081145584725537	4.6502086859324	0.6942165689205777
