sim_ind	normalized_rf	kf_distance	MAE
1	0.782608695652174	1.6646324138748823	0.523606795828901
2	0.782608695652174	1.6810235494767618	0.5685448188714538
3	0.7391304347826086	1.7309298176078323	0.5014133394379432
4	0.7391304347826086	1.529466645261639	0.5548529076072696
5	0.782608695652174	1.8124315085067975	0.529540794601064
6	0.8260869565217391	1.6592376328122327	0.5294387818235813
7	0.717391304347826	1.5512655035892202	0.5161804752331566
8	0.717391304347826	1.6846323473375382	0.4984655216258873
9	0.8478260869565217	1.7421797056247712	0.5676900750212766
10	0.7608695652173914	1.5345994964553158	0.6242437814796106
