sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6153846153846154	1.2481886124729742	1.004334259028571	0.45
2	0.6153846153846154	1.2146876029106282	0.9189714695238098	0.45
3	0.6153846153846154	1.1550497268343123	1.0077299456761903	0.45
4	0.6153846153846154	1.1544702504240651	0.8992745480571427	0.45
5	0.5384615384615384	1.1206800374818757	0.9764686265142863	0.45
6	0.3076923076923077	0.998101005172996	0.9791728440761903	0.45
7	0.15384615384615385	1.093868021735264	1.0670601355619045	0.45
8	0.38461538461538464	1.0656230525206867	0.9183616739047618	0.45
9	0.5384615384615384	1.2096643053143805	1.019797295580952	0.45
10	0.6153846153846154	1.2622151237486374	1.0514633147428576	0.45
