sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.3170731707317073	3.3343537273045896	1.3041060702378888	0.8
2	0.35121951219512193	3.6780097515245993	1.367239545537353	0.8
3	0.3951219512195122	3.6801773962779496	1.102531686081146	0.8
4	0.3024390243902439	3.4268710153340596	1.1829493305812113	0.8
5	0.40487804878048783	3.762080445075564	1.4706710092962676	0.8
6	0.4146341463414634	3.5232510019031937	1.484896180291071	0.8
7	0.34146341463414637	3.602349236568548	1.2405079671993766	0.8
8	0.36097560975609755	3.8086767926692855	1.260369511594478	0.8
9	0.28780487804878047	3.433145099784839	1.155592297845319	0.8
10	0.33170731707317075	3.527600249322743	1.0918073692380288	0.8
