sim_ind	normalized_rf	kf_distance	MAE
1	0.3463414634146341	3.7704828768077876	1.332021747586139
2	0.36585365853658536	3.523139945010402	1.2950781201104031
3	0.3804878048780488	3.588514272284656	1.3387971695517975
4	0.375609756097561	3.591786158900232	1.3507836286699475
5	0.32682926829268294	3.6548544091449595	1.2448422007793192
6	0.33170731707317075	3.5862860905248164	1.348656954798742
7	0.375609756097561	3.733839076944502	1.402041022177383
8	0.35609756097560974	3.510854215527311	1.2805136787613125
9	0.3463414634146341	3.678418227685347	1.1585710872034112
10	0.36585365853658536	3.535881966547678	1.339431101605361
