sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.7547169811320755	1.680428447419344	1.340357043737375	0.1
2	0.8301886792452831	1.7682203440170454	1.494764447406062	0.1
3	0.7358490566037735	1.5898627279082618	1.3873701596686887	0.1
4	0.8679245283018868	1.8397761519209186	1.5493753798101009	0.1
5	0.8490566037735849	1.7386769226020884	1.4982608295717188	0.1
6	0.7735849056603774	1.6085748503811932	1.4069841832915797	0.1
7	0.8679245283018868	1.7777921632828202	1.3441003984525255	0.1
8	0.8679245283018868	1.7997596877829758	1.4185556317670045	0.1
9	0.8679245283018868	1.7537764023175564	1.4244856972632993	0.1
10	0.7924528301886793	1.6881372868428877	1.3286822192956227	0.1
