sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9254385964912281	8.170562042147909	0.833032333774126	0.0
2	0.9320175438596491	7.516198414014436	0.7090133757076663	0.0
3	0.9144736842105263	7.81691426202798	0.7936566982607838	0.0
4	0.918859649122807	8.05965625303297	0.9127635038203423	0.0
5	0.9144736842105263	7.680929802245823	0.8031642229100922	0.0
6	0.9078947368421053	7.91054803829062	0.7992806442969035	0.0
7	0.9364035087719298	7.570078630509893	0.7754931746388855	0.0
8	0.918859649122807	7.4767964312783555	0.7423185160590151	0.0
9	0.9035087719298246	7.966589754444442	0.9033226227847904	0.0
10	0.9385964912280702	7.923220368072246	0.8413062054876358	0.0
