sim_ind	normalized_rf	kf_distance	MAE
1	0.5775656324582339	5.350833484436563	1.2195092917185881
2	0.5704057279236276	5.299426144073394	1.1161368809028758
3	0.5369928400954654	5.30802175054854	1.2466338187459776
4	0.5704057279236276	5.201661669673694	1.3062963838035535
5	0.513126491646778	5.196054084004534	1.1046087256318449
6	0.5536992840095465	5.421896071035089	1.2338996199086407
7	0.5250596658711217	4.380018005808023	1.1955159284218064
8	0.5871121718377088	5.34938990465804	1.0543960903371754
9	0.5417661097852029	5.28983236757155	1.2109425060561798
10	0.5393794749403341	5.263780600540957	1.3378087545137756
