sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
3	random	0.3	20	0.5884541872391057
3	random	0.3	40	0.5187667242328288
3	random	0.3	60	0.4725167739061118
3	random	0.3	80	0.4366740861454098
3	random	0.3	100	0.4118299749343766
3	random	0.3	120	0.39092598458899047
3	random	0.3	140	0.37398092900283286
3	random	0.3	160	0.3617066671220523
3	random	0.3	180	0.3511238526402768
3	random	0.3	200	0.34162675692247946
3	random	0.3	220	0.3327853496843551
3	random	0.3	240	0.32685052891265626
3	random	0.3	260	0.32088445008392547
3	random	0.3	280	0.3154777348251838
3	random	0.3	300	0.30815877790516816
3	random	0.3	320	0.3042932355078832
3	random	0.3	340	0.2997874375403038
3	random	0.3	360	0.29691198859900947
3	random	0.3	380	0.2922685649718735
3	random	0.3	400	0.28912435046857965
3	random	0.3	420	0.2874453755445182
3	random	0.3	440	0.28522230205112464
3	random	0.3	460	0.28299544616021194
3	random	0.3	480	0.2822121934542043
3	random	0.3	500	0.27902742759878846
3	random	0.3	520	0.2779742262424354
3	random	0.3	540	0.27612121328596734
3	random	0.3	560	0.2744640448461876
3	random	0.3	580	0.2731227136103051
3	random	0.3	600	0.2709730717814436
3	random	0.3	620	0.26883505588195006
3	random	0.3	640	0.269138293090974
3	random	0.3	660	0.27011937664247504
3	random	0.3	680	0.26817004619389484
3	random	0.3	700	0.26829059847800246
3	random	0.3	720	0.2655892191078005
3	random	0.3	740	0.2644116306161823
3	random	0.3	760	0.2635261058842323
3	random	0.3	780	0.2628270866832618
3	random	0.3	800	0.26268680234046743
3	random	0.3	820	0.2622429610873252
3	random	0.3	840	0.2623619422275605
3	random	0.3	860	0.26169941674358005
3	random	0.3	880	0.2595961007405649
3	random	0.3	900	0.2607990661572241
3	random	0.3	920	0.260479748410556
3	random	0.3	940	0.2612072311663417
3	random	0.3	960	0.2604106840321294
3	random	0.3	980	0.25941404685763914
3	random	0.3	1000	0.2589404726306708
3	random	0.3	1020	0.25834620001839226
3	random	0.3	1040	0.25696827362408703
3	random	0.3	1060	0.2566577957993002
3	random	0.3	1080	0.25727535174722077
3	random	0.3	1100	0.2555551288468482
3	random	0.3	1120	0.2539210804583281
3	random	0.3	1140	0.25341685669191305
3	random	0.3	1160	0.251385739341458
3	random	0.3	1180	0.25156234205104866
3	random	0.3	1200	0.25068223714744486
3	random	0.3	1220	0.2515617945224747
3	random	0.3	1240	0.25064765633698105
3	random	0.3	1260	0.2517924487873769
3	random	0.3	1280	0.25238805761302363
3	random	0.3	1300	0.2516224617774162
3	random	0.3	1320	0.2524470909752679
3	random	0.3	1340	0.2518200817780072
3	random	0.3	1360	0.2503209118746615
3	random	0.3	1380	0.24873138660090274
3	random	0.3	1400	0.2478215351880288
3	random	0.3	1420	0.24932686759588102
3	random	0.3	1440	0.24950697096678573
3	random	0.3	1460	0.2507320553301786
3	random	0.3	1480	0.24988308360972028
3	random	0.3	1500	0.2501707552907048
3	random	0.3	1520	0.24981740017780266
3	random	0.3	1540	0.24956010888015345
3	random	0.3	1560	0.2486088689223679
3	random	0.3	1580	0.24727385359011653
3	random	0.3	1600	0.24589784201813264
3	random	0.3	1620	0.24735191387611666
3	random	0.3	1640	0.24724000202281038
3	random	0.3	1660	0.2470880696539286
3	random	0.3	1680	0.24667599392755374
3	random	0.3	1700	0.24686925632240025
3	random	0.3	1720	0.24598207967006994
3	random	0.3	1740	0.24660181559477826
3	random	0.3	1760	0.24547529625639097
3	random	0.3	1780	0.2456017086284588
3	random	0.3	1800	0.24493362409762504
3	random	0.3	1820	0.2459737552408209
3	random	0.3	1840	0.24572012096269075
3	random	0.3	1860	0.24480622893814766
3	random	0.3	1880	0.24468785292130601
3	random	0.3	1900	0.2446923554822197
3	random	0.3	1920	0.24449109677080547
3	random	0.3	1940	0.24554584437202792
3	random	0.3	1960	0.2439782614982449
3	random	0.3	1980	0.2434427839916757
3	random	0.3	2000	0.24240679748081517
