sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.5476190476190477	2.2599076077669267	0.8238253290718821	0.4
2	0.5952380952380952	3.6288874211914752	1.4344884557674418	0.4
3	0.5476190476190477	2.0739690274991593	0.7236034058435521	0.4
4	0.5476190476190477	2.0953309032937457	0.6445724189439754	0.4
5	0.47619047619047616	2.000045547276022	1.0849605755454534	0.4
6	0.5238095238095238	2.362468890121923	0.675771976079281	0.4
7	0.4523809523809524	2.782789817033178	0.9918403604281179	0.4
8	0.5952380952380952	2.0990637926104916	0.6432581792959827	0.4
9	0.5238095238095238	2.445667261530055	0.600765975066596	0.4
10	0.47619047619047616	2.041871433270059	0.7722685324989439	0.4
