sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.8071748878923767	5.049807863189235	1.163948955685377	0.1
2	0.8318385650224215	4.753005011307137	1.3914804616093261	0.1
3	0.827354260089686	5.198457509715829	1.1759437803560138	0.1
4	0.8363228699551569	4.612508827400455	1.6333585478478818	0.1
5	0.8654708520179372	5.079170279796245	1.3241863005293906	0.1
6	0.8318385650224215	5.005612669915802	1.5099852738717912	0.1
7	0.8251121076233184	5.352144105802548	1.417638947468533	0.1
8	0.8542600896860987	5.157898967419959	1.4708074306192376	0.1
9	0.8139013452914798	5.277057498796651	1.2676835452416773	0.1
10	0.8385650224215246	5.416248364898759	1.340522983009403	0.1
