sim_ind	normalized_rf	kf_distance	MAE
1	0.9745222929936306	6.115198804911599	1.3886382187050366
2	0.9363057324840764	5.124899576729514	1.2784225828965852
3	0.9299363057324841	4.850342328587404	1.7025518613803081
4	0.9745222929936306	5.269607180317699	1.376257115817849
5	0.9554140127388535	5.116207294074374	1.4015928248182532
6	0.9617834394904459	5.13113112596607	1.299796521032085
7	0.9554140127388535	5.776552629743531	1.194476539277126
8	0.9363057324840764	5.1319123939564815	1.4085410060076353
9	0.9363057324840764	5.450362702482182	1.368570138156998
10	0.910828025477707	5.009594898454979	1.414901897874217
