sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.43333333333333335	1.9625953708590411	0.7575173205181451	0.6
2	0.23333333333333334	0.8639472356001264	0.45016854671975876	0.6
3	0.3	1.7343331552126586	0.5713890777419357	0.6
4	0.4	2.113190233122854	1.0039310506411296	0.6
5	0.43333333333333335	1.4304503052780266	0.5122852786572579	0.6
6	0.3333333333333333	1.6500872298583609	0.6096846190665329	0.6
7	0.36666666666666664	1.279366438543718	0.39116847038709723	0.6
8	0.3	1.2544174782209316	0.6265826763870974	0.6
9	0.4666666666666667	2.224777826148535	1.1652330278870975	0.6
10	0.43333333333333335	1.8112708987169448	0.673561355495968	0.6
