sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.7924528301886793	1.9678992537303044	0.5803571708430968	0.1
2	0.8490566037735849	2.274595260024259	0.5865993141656559	0.1
3	0.8679245283018868	2.2735776836971775	0.5889809638383843	0.1
4	0.8867924528301887	2.162936043507118	0.5812439454168347	0.1
5	0.7924528301886793	2.1486692769608746	0.5203433641872054	0.1
6	0.8301886792452831	1.9407363659685066	0.4844633525952867	0.1
7	0.7169811320754716	1.9285919788468786	0.5365739129575753	0.1
8	0.7169811320754716	1.9139190662375907	0.46266617047946074	0.1
9	0.8490566037735849	2.34673901436755	0.6456909206006733	0.1
10	0.8113207547169812	2.041678196152975	0.5063440394047144	0.1
