sim_ind	normalized_rf	kf_distance	MAE
1	0.40476190476190477	2.1510434882384857	0.5869395741469343
2	0.4523809523809524	2.2977269770010116	0.5509667977505283
3	0.5714285714285714	2.134754864547508	0.6031192269334044
4	0.2857142857142857	1.8980907619073346	0.49352311545031635
5	0.4523809523809524	2.036001051232889	0.5930495023467239
6	0.47619047619047616	1.8363754853206844	0.8214926621543328
7	0.5	2.079354239648735	0.7255162596564486
8	0.42857142857142855	1.7792796804083584	0.5727296624302319
9	0.5238095238095238	2.144542549653744	0.6239071492230452
10	0.5238095238095238	2.083417172887854	0.835817967708245
