sim_ind	normalized_rf	kf_distance	MAE
1	0.7878787878787878	2.282922093780394	0.5799228228604033
2	0.803030303030303	2.332293143034692	0.6115067392625118
3	0.8636363636363636	2.5284097244447845	0.6216606985680421
4	0.8484848484848485	2.4650707536450778	0.6041849626918345
5	0.8484848484848485	2.659728367743734	0.6098581226286208
6	0.7727272727272727	2.4569572003018405	0.5825279614446883
7	0.8181818181818182	2.4758193496724226	0.6000526618077268
8	0.803030303030303	2.2408836674794546	0.6423221562493407
9	0.8333333333333334	2.621588903827842	0.6885271441439843
10	0.7727272727272727	2.3586077374153485	0.6108425376088663
