sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6515151515151515	2.679457409401878	1.3021864864648809	0.2
2	0.7272727272727273	2.872657191849541	1.0431194991553987	0.2
3	0.8333333333333334	4.108718472539722	0.833770241519755	0.2
4	0.7575757575757576	3.9191102736892343	1.5100596991114956	0.2
5	0.6515151515151515	2.3620639968332	0.862951229742757	0.2
6	0.8636363636363636	2.975721660148011	1.0744695780733078	0.2
7	0.803030303030303	4.585531181306994	1.7566318314359084	0.2
8	0.8787878787878788	2.66131528190016	0.6819734783191405	0.2
9	0.7727272727272727	4.625954482863665	1.6151114375952629	0.2
10	0.6818181818181818	2.7400368535246025	0.8485295265166809	0.2
