sim_ind	normalized_rf	kf_distance	MAE
1	0.6539923954372624	4.4994280268798565	1.128486392628422
2	0.7034220532319392	5.127787257052202	1.2058229677997183
3	0.6463878326996197	4.942388902614046	1.1188735734952642
4	0.6539923954372624	5.01532629138361	1.0486670688821114
5	0.6806083650190115	4.759561085908164	1.0533502008168651
6	0.6577946768060836	4.726327421832111	1.07282209056662
7	0.6920152091254753	4.796030123532423	1.1210595320854744
8	0.6692015209125475	4.885872889710978	0.9121387624264143
9	0.7034220532319392	5.134726369243498	1.2113115496131028
10	0.6387832699619772	4.783167395183929	1.0248467286197291
