sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9235668789808917	5.135710346218312	1.2514441329067767	0.0
2	0.9681528662420382	5.150225711647422	1.553626555536668	0.0
3	0.9363057324840764	5.496173118673408	1.333619854975873	0.0
4	0.9617834394904459	5.017027215431678	1.4221481611615254	0.0
5	0.9681528662420382	4.939223344590716	1.480734967788885	0.0
6	0.9363057324840764	5.475879047390644	1.1894224763760837	0.0
7	0.9299363057324841	4.979634601833326	1.1912438574037085	0.0
8	0.910828025477707	5.048673029418821	1.2876589582694016	0.0
9	0.9235668789808917	5.64938536756069	1.2271538269789024	0.0
10	0.9745222929936306	5.1048612888459886	1.2729310821519007	0.0
