sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.25	3.656276797752078	2.598381263688888	0.8
2	0.125	1.066765869205771	1.8890578943333332	0.8
3	0.0	1.3408442162432181	2.558479704488889	0.8
4	0.125	1.4284392659210716	2.1253760440222225	0.8
5	0.25	2.408100089064042	3.116285275111112	0.8
6	0.25	1.4948427483895286	2.344344292577778	0.8
7	0.375	3.0741194684301885	2.424422966444445	0.8
8	0.0	1.2346499734854102	2.060936083266667	0.8
9	0.25	1.2789078076865494	2.172891679288889	0.8
10	0.375	3.2160694986041145	2.5446443709333333	0.8
