sim_ind	normalized_rf	kf_distance	MAE
1	0.5035799522673031	5.129095424197	0.8147696240257442
2	0.5369928400954654	5.087827309278	0.8882153793824874
3	0.5107398568019093	5.133415427535372	0.9081276226708376
4	0.4892601431980907	5.00324547390978	0.9514483322822487
5	0.513126491646778	5.224661233540031	0.9134462928413494
6	0.5250596658711217	5.062169617002222	0.8579675565651028
7	0.5202863961813843	5.3552550170947235	0.9454562963757219
8	0.5155131264916468	5.211606155751775	0.8552231274141658
9	0.5083532219570406	5.2156615547419225	0.9984317864749939
10	0.5560859188544153	5.442748972911206	0.8743870357837645
