sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.05278592375366569	0.5227321846486885	0.12112665515465618	1.0
2	0.04105571847507331	0.5191313897427181	0.14574867658008883	1.0
3	0.03812316715542522	0.40367945798269983	0.11506559700496098	1.0
4	0.04398826979472141	0.49416260469765744	0.12701561468122605	1.0
5	0.026392961876832845	0.5576222131123264	0.132638072861746	1.0
6	0.03519061583577713	0.41631466623322094	0.12068811640502461	1.0
7	0.02932551319648094	0.5965542572007106	0.13269467819719477	1.0
8	0.07624633431085044	0.47111263027906297	0.09773452367285601	1.0
9	0.05571847507331378	0.6450471541289637	0.15757045993865537	1.0
10	0.0469208211143695	0.5543066501442973	0.12042318341748981	1.0
