sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.569620253164557	2.9022814888322617	0.4548075077059754	0.5
2	0.4873417721518987	2.8320726461878696	0.492283680231837	0.5
3	0.44936708860759494	2.737675217449827	0.4999056969150931	0.5
4	0.5379746835443038	2.8036255807877812	0.5235527161245315	0.5
5	0.4873417721518987	2.829638928172089	0.4705559588044002	0.5
6	0.4810126582278481	2.7286556490606118	0.5922609316150163	0.5
7	0.4620253164556962	2.5618962793471254	0.494329973723035	0.5
8	0.5443037974683544	3.06156455229782	0.4524090606525954	0.5
9	0.5126582278481012	2.8960240710322083	0.4844925180979554	0.5
10	0.4873417721518987	2.5591239046425844	0.38250731094779966	0.5
