sim_ind	normalized_rf	kf_distance	MAE
1	0.25853658536585367	2.882579564624807	0.8204196684706199
2	0.3024390243902439	2.7466287224141555	0.6853770665192995
3	0.3463414634146341	2.998490132983343	0.8657324550451712
4	0.32195121951219513	2.8494395229216383	0.8424113682721303
5	0.2	2.6734137922395615	0.624999897957976
6	0.32682926829268294	3.023128605799998	0.7130011865313971
7	0.25365853658536586	2.7326789323348204	0.6794253130458245
8	0.2146341463414634	2.5486855663017547	0.6287550961232584
9	0.28292682926829266	2.8167742338304613	0.6121778409433891
10	0.2926829268292683	3.0784670238244938	0.5979567264955709
