proposal_type	n_mutations	mean MI value	sim_ind
random	900	0.20964130729643937	3
random	920	0.2087847364062694	3
random	940	0.20775580013254621	3
random	960	0.20748625007808344	3
random	980	0.2079128443591137	3
random	1000	0.20607449274677295	3
msa_prob_dist	20	0.3569647927651679	4
msa_prob_dist	40	0.31584965555304395	4
msa_prob_dist	60	0.28669570774050407	4
msa_prob_dist	80	0.2670687047129037	4
msa_prob_dist	100	0.2536591320334878	4
msa_prob_dist	120	0.2444872656977315	4
msa_prob_dist	140	0.2367150435449953	4
msa_prob_dist	160	0.22999015771632397	4
msa_prob_dist	180	0.22543997249896486	4
msa_prob_dist	200	0.222131926525029	4
msa_prob_dist	220	0.2209885803317614	4
msa_prob_dist	240	0.21819916988621002	4
msa_prob_dist	260	0.2163388509637412	4
msa_prob_dist	280	0.21316337614041006	4
msa_prob_dist	300	0.2103961465364528	4
msa_prob_dist	320	0.20936731088552551	4
msa_prob_dist	340	0.20911104836228833	4
msa_prob_dist	360	0.207215200782356	4
msa_prob_dist	380	0.20443150612694305	4
msa_prob_dist	400	0.20288362627397827	4
msa_prob_dist	420	0.20236697975205187	4
msa_prob_dist	440	0.201052050257267	4
msa_prob_dist	460	0.20058727984394836	4
msa_prob_dist	480	0.19821058146169773	4
msa_prob_dist	500	0.19665944982857292	4
msa_prob_dist	520	0.19458196605665162	4
msa_prob_dist	540	0.19433376914630468	4
msa_prob_dist	560	0.19273679783021302	4
msa_prob_dist	580	0.19252354374970207	4
msa_prob_dist	600	0.1925847111492766	4
msa_prob_dist	620	0.1899890166516007	4
msa_prob_dist	640	0.19213384325790697	4
msa_prob_dist	660	0.19215944182712752	4
msa_prob_dist	680	0.19292570575085508	4
msa_prob_dist	700	0.1920013450515557	4
msa_prob_dist	720	0.1917314924143102	4
msa_prob_dist	740	0.19008526153641692	4
msa_prob_dist	760	0.1890127874116716	4
msa_prob_dist	780	0.18716085508677782	4
msa_prob_dist	800	0.1871381154796614	4
msa_prob_dist	820	0.1870267507747712	4
msa_prob_dist	840	0.18860043326997855	4
msa_prob_dist	860	0.18803186232959984	4
msa_prob_dist	880	0.18751891790770753	4
msa_prob_dist	900	0.18703327728229516	4
msa_prob_dist	920	0.18589766539480096	4
msa_prob_dist	940	0.1861710077582235	4
msa_prob_dist	960	0.18758669647274046	4
msa_prob_dist	980	0.18649783663289124	4
msa_prob_dist	1000	0.18633573193947564	4
random	20	0.3704583695260125	4
random	40	0.33593913794258423	4
random	60	0.3150592727212897	4
random	80	0.29946576343267556	4
random	100	0.28545576035657244	4
random	120	0.2725950987459756	4
random	140	0.2646691399963924	4
random	160	0.25841010229660544	4
random	180	0.25320313954581547	4
random	200	0.25100084001880396	4
random	220	0.24586124517678284	4
random	240	0.24170359984588569	4
random	260	0.23887280242677633	4
random	280	0.23646499677365404	4
random	300	0.2341194941071594	4
random	320	0.2320754167467415	4
random	340	0.23027312339403075	4
random	360	0.22615947153131866	4
random	380	0.22356841347575826	4
random	400	0.22219926575798798	4
random	420	0.22078969704621007	4
random	440	0.21966851370049004	4
random	460	0.2189097672526243	4
random	480	0.2176270984170423	4
random	500	0.21675781725042756	4
random	520	0.2143323648385545	4
random	540	0.21382881392462988	4
random	560	0.21215494680675293	4
random	580	0.21276584552833575	4
random	600	0.21100212362736281	4
random	620	0.21012492050469828	4
random	640	0.20835710121765397	4
random	660	0.20770906879449183	4
random	680	0.20700276191139744	4
random	700	0.2055452479260192	4
random	720	0.20372812931992232	4
random	740	0.20369186013135657	4
random	760	0.2041394605958131	4
random	780	0.20359370662786938	4
random	800	0.201806508769511	4
random	820	0.2014747977899683	4
random	840	0.20094050370760433	4
random	860	0.20030962756924633	4
random	880	0.19992775325843004	4
random	900	0.20022440556808532	4
random	920	0.20048921667801947	4
random	940	0.19948414108967888	4
random	960	0.19996825043984834	4
random	980	0.19893066179998922	4
random	1000	0.19989047084046915	4
