sim_ind	normalized_rf	kf_distance	MAE
1	0.3914081145584726	4.6227489097365675	0.7475093940007838
2	0.4224343675417661	4.80288562404817	0.753605716409762
3	0.43914081145584727	4.889517004690708	0.5794438575942075
4	0.41766109785202865	4.7581075540161395	0.698868600702778
5	0.38902147971360385	5.215499676419112	0.7245054097752522
6	0.4224343675417661	4.8557350960031505	0.809662172728886
7	0.4128878281622912	4.7616356963129425	0.6702053987501432
8	0.43675417661097854	4.837353304570302	0.7302461284959804
9	0.4200477326968974	4.703306970525838	0.776990311655714
10	0.38663484486873506	4.868427381404682	0.7066743228923594
