sequence_name	n_mutations	proposal_type	hmmer_seq_score
seq0	7800	msa_prob_dist	-0.8
seq7	7900	msa_prob_dist	156.9
seq2	7900	msa_prob_dist	156.3
seq4	7900	msa_prob_dist	156.1
seq9	7900	msa_prob_dist	154.7
seq5	7900	msa_prob_dist	144.6
seq8	7900	msa_prob_dist	127.6
seq6	7900	msa_prob_dist	127.5
seq1	7900	msa_prob_dist	61.6
seq0	7900	msa_prob_dist	-0.5
seq9	8000	msa_prob_dist	162.1
seq7	8000	msa_prob_dist	153.9
seq2	8000	msa_prob_dist	149.2
seq4	8000	msa_prob_dist	143.3
seq5	8000	msa_prob_dist	135.9
seq6	8000	msa_prob_dist	134.6
seq8	8000	msa_prob_dist	118.3
seq1	8000	msa_prob_dist	63.8
seq0	8000	msa_prob_dist	-0.9
seq5	8100	msa_prob_dist	152.4
seq7	8100	msa_prob_dist	150.2
seq2	8100	msa_prob_dist	149.6
seq9	8100	msa_prob_dist	145.3
seq4	8100	msa_prob_dist	137.3
seq8	8100	msa_prob_dist	135.3
seq6	8100	msa_prob_dist	121.9
seq1	8100	msa_prob_dist	59.9
seq0	8100	msa_prob_dist	-1.6
seq7	8200	msa_prob_dist	153.1
seq2	8200	msa_prob_dist	152.5
seq5	8200	msa_prob_dist	149.8
seq9	8200	msa_prob_dist	149.4
seq4	8200	msa_prob_dist	141.0
seq6	8200	msa_prob_dist	135.5
seq8	8200	msa_prob_dist	123.7
seq1	8200	msa_prob_dist	48.9
seq7	8300	msa_prob_dist	153.1
seq6	8300	msa_prob_dist	149.9
seq9	8300	msa_prob_dist	147.9
seq2	8300	msa_prob_dist	146.2
seq5	8300	msa_prob_dist	138.9
seq4	8300	msa_prob_dist	134.1
seq8	8300	msa_prob_dist	113.0
seq1	8300	msa_prob_dist	27.7
seq6	8400	msa_prob_dist	158.0
seq9	8400	msa_prob_dist	157.2
seq7	8400	msa_prob_dist	153.9
seq2	8400	msa_prob_dist	141.9
seq4	8400	msa_prob_dist	141.3
seq8	8400	msa_prob_dist	128.7
seq5	8400	msa_prob_dist	125.2
seq1	8400	msa_prob_dist	26.0
seq7	8500	msa_prob_dist	157.9
seq9	8500	msa_prob_dist	155.3
seq4	8500	msa_prob_dist	150.6
seq2	8500	msa_prob_dist	146.5
seq6	8500	msa_prob_dist	145.2
seq8	8500	msa_prob_dist	125.4
seq5	8500	msa_prob_dist	124.6
seq1	8500	msa_prob_dist	23.8
seq4	8600	msa_prob_dist	156.6
seq6	8600	msa_prob_dist	150.6
seq9	8600	msa_prob_dist	149.3
seq5	8600	msa_prob_dist	144.5
seq8	8600	msa_prob_dist	140.6
seq7	8600	msa_prob_dist	139.1
seq2	8600	msa_prob_dist	138.5
seq1	8600	msa_prob_dist	45.1
seq4	8700	msa_prob_dist	154.2
seq2	8700	msa_prob_dist	148.3
seq8	8700	msa_prob_dist	143.6
seq6	8700	msa_prob_dist	143.5
seq7	8700	msa_prob_dist	142.1
seq9	8700	msa_prob_dist	139.2
seq5	8700	msa_prob_dist	138.9
seq1	8700	msa_prob_dist	54.7
seq6	8800	msa_prob_dist	154.0
seq7	8800	msa_prob_dist	149.9
seq9	8800	msa_prob_dist	149.9
seq4	8800	msa_prob_dist	146.1
seq8	8800	msa_prob_dist	144.7
seq2	8800	msa_prob_dist	141.8
seq5	8800	msa_prob_dist	132.0
seq1	8800	msa_prob_dist	59.4
seq6	8900	msa_prob_dist	158.5
seq4	8900	msa_prob_dist	149.1
seq8	8900	msa_prob_dist	148.3
seq2	8900	msa_prob_dist	144.2
seq9	8900	msa_prob_dist	143.7
seq7	8900	msa_prob_dist	143.3
seq5	8900	msa_prob_dist	135.9
seq1	8900	msa_prob_dist	84.3
seq8	9000	msa_prob_dist	155.2
seq2	9000	msa_prob_dist	148.6
seq4	9000	msa_prob_dist	147.0
seq9	9000	msa_prob_dist	146.2
seq5	9000	msa_prob_dist	143.1
seq7	9000	msa_prob_dist	142.1
seq6	9000	msa_prob_dist	141.4
seq1	9000	msa_prob_dist	62.6
seq6	9100	msa_prob_dist	147.6
seq8	9100	msa_prob_dist	147.3
seq9	9100	msa_prob_dist	147.0
seq5	9100	msa_prob_dist	146.0
seq2	9100	msa_prob_dist	145.0
seq7	9100	msa_prob_dist	144.3
seq4	9100	msa_prob_dist	137.5
seq1	9100	msa_prob_dist	81.8
seq8	9200	msa_prob_dist	154.2
seq2	9200	msa_prob_dist	148.3
seq7	9200	msa_prob_dist	146.4
seq6	9200	msa_prob_dist	144.6
seq4	9200	msa_prob_dist	142.7
seq9	9200	msa_prob_dist	142.6
seq5	9200	msa_prob_dist	133.7
seq1	9200	msa_prob_dist	95.9
seq4	9300	msa_prob_dist	163.9
seq9	9300	msa_prob_dist	152.7
seq2	9300	msa_prob_dist	150.0
seq7	9300	msa_prob_dist	146.0
seq6	9300	msa_prob_dist	139.7
seq8	9300	msa_prob_dist	138.7
seq5	9300	msa_prob_dist	125.8
seq1	9300	msa_prob_dist	102.7
seq3	9300	msa_prob_dist	-3.3
seq4	9400	msa_prob_dist	165.8
seq9	9400	msa_prob_dist	153.2
seq2	9400	msa_prob_dist	141.4
seq6	9400	msa_prob_dist	138.8
seq8	9400	msa_prob_dist	138.3
seq7	9400	msa_prob_dist	135.3
seq5	9400	msa_prob_dist	131.8
seq1	9400	msa_prob_dist	97.8
seq9	9500	msa_prob_dist	166.3
seq8	9500	msa_prob_dist	156.5
seq6	9500	msa_prob_dist	151.9
seq4	9500	msa_prob_dist	149.2
seq2	9500	msa_prob_dist	138.1
seq5	9500	msa_prob_dist	137.7
seq7	9500	msa_prob_dist	120.1
seq1	9500	msa_prob_dist	88.2
seq9	9600	msa_prob_dist	155.0
seq8	9600	msa_prob_dist	154.0
seq4	9600	msa_prob_dist	145.5
seq5	9600	msa_prob_dist	142.2
seq2	9600	msa_prob_dist	139.2
seq6	9600	msa_prob_dist	129.7
seq7	9600	msa_prob_dist	126.8
seq1	9600	msa_prob_dist	103.4
seq9	9700	msa_prob_dist	156.6
seq4	9700	msa_prob_dist	149.5
seq6	9700	msa_prob_dist	146.8
seq5	9700	msa_prob_dist	141.6
seq8	9700	msa_prob_dist	139.0
seq7	9700	msa_prob_dist	131.2
seq2	9700	msa_prob_dist	124.7
seq1	9700	msa_prob_dist	105.2
seq4	9800	msa_prob_dist	153.1
seq5	9800	msa_prob_dist	149.7
seq6	9800	msa_prob_dist	149.0
seq9	9800	msa_prob_dist	145.6
seq8	9800	msa_prob_dist	140.3
seq2	9800	msa_prob_dist	133.8
seq7	9800	msa_prob_dist	130.8
seq1	9800	msa_prob_dist	105.8
seq2	9900	msa_prob_dist	159.0
seq4	9900	msa_prob_dist	155.9
seq5	9900	msa_prob_dist	155.8
seq6	9900	msa_prob_dist	143.6
seq9	9900	msa_prob_dist	141.7
seq8	9900	msa_prob_dist	139.6
seq7	9900	msa_prob_dist	132.1
seq1	9900	msa_prob_dist	107.2
seq8	10000	msa_prob_dist	148.8
seq4	10000	msa_prob_dist	146.3
seq2	10000	msa_prob_dist	143.0
seq5	10000	msa_prob_dist	141.9
seq9	10000	msa_prob_dist	140.9
seq6	10000	msa_prob_dist	135.2
seq7	10000	msa_prob_dist	119.3
seq1	10000	msa_prob_dist	116.3
seq8	100	random	-1.0
seq7	100	random	-1.4
seq9	100	random	-1.7
seq3	100	random	-1.8
seq1	100	random	-2.0
seq4	100	random	-2.4
seq2	100	random	-2.5
seq7	200	random	-0.5
seq3	200	random	-1.0
seq8	200	random	-1.7
seq5	200	random	-1.9
seq4	200	random	-1.9
seq9	200	random	-2.0
seq2	200	random	-2.7
seq6	200	random	-3.0
seq8	300	random	1.5
seq3	300	random	0.2
seq9	300	random	-0.5
seq7	300	random	-1.7
seq4	300	random	-1.8
seq1	300	random	-2.0
seq2	300	random	-2.2
seq6	300	random	-2.5
seq0	300	random	-2.5
seq8	400	random	1.4
seq5	400	random	0.1
seq4	400	random	-0.5
seq3	400	random	-0.9
seq2	400	random	-2.1
seq9	400	random	-2.2
seq0	400	random	-2.4
seq7	500	random	2.9
seq2	500	random	-0.5
seq9	500	random	-0.9
seq4	500	random	-1.0
seq8	500	random	-1.2
seq3	500	random	-1.6
seq5	500	random	-1.7
seq1	500	random	-2.4
seq6	500	random	-2.5
seq0	500	random	-3.3
seq7	600	random	11.6
seq5	600	random	4.5
seq2	600	random	2.0
seq1	600	random	1.6
seq8	600	random	-0.8
seq3	600	random	-1.0
seq9	600	random	-1.2
seq6	600	random	-1.5
seq5	700	random	11.4
seq7	700	random	5.9
seq4	700	random	5.8
seq1	700	random	5.6
seq2	700	random	1.6
seq3	700	random	0.4
seq8	700	random	-0.7
seq9	700	random	-1.2
seq7	800	random	16.7
seq5	800	random	12.2
seq2	800	random	10.4
seq4	800	random	7.9
seq6	800	random	4.8
seq1	800	random	0.7
seq9	800	random	-0.5
seq3	800	random	-1.5
seq8	800	random	-2.0
seq1	900	random	12.5
seq4	900	random	12.5
seq5	900	random	12.0
seq7	900	random	11.2
seq2	900	random	1.3
seq9	900	random	-0.0
seq3	900	random	-1.3
seq5	1000	random	31.7
seq4	1000	random	27.4
seq7	1000	random	19.0
seq2	1000	random	15.4
seq9	1000	random	13.4
seq1	1000	random	10.9
seq3	1000	random	0.2
seq6	1000	random	-0.8
seq8	1000	random	-2.2
seq0	1000	random	-4.3
seq2	1100	random	30.2
seq4	1100	random	24.7
seq9	1100	random	20.1
seq5	1100	random	19.2
seq7	1100	random	16.1
seq1	1100	random	14.0
seq3	1100	random	-0.6
seq8	1100	random	-0.9
seq6	1100	random	-1.4
seq5	1200	random	33.8
seq1	1200	random	30.7
seq7	1200	random	27.1
seq2	1200	random	16.1
seq4	1200	random	14.6
seq9	1200	random	11.3
seq8	1200	random	3.7
seq3	1200	random	2.4
seq6	1200	random	-0.4
seq7	1300	random	35.5
seq1	1300	random	30.9
seq5	1300	random	28.4
seq2	1300	random	25.9
seq9	1300	random	21.0
seq4	1300	random	17.0
seq8	1300	random	1.3
seq6	1300	random	0.4
seq3	1300	random	-0.6
seq2	1400	random	46.4
seq9	1400	random	32.6
seq1	1400	random	25.8
seq5	1400	random	24.7
seq7	1400	random	22.0
seq4	1400	random	8.7
seq6	1400	random	4.6
seq8	1400	random	1.7
seq2	1500	random	51.1
seq5	1500	random	30.5
seq1	1500	random	26.1
seq9	1500	random	23.6
seq7	1500	random	18.8
seq6	1500	random	10.0
seq3	1500	random	3.8
seq8	1500	random	-1.0
seq4	1500	random	-1.0
seq5	1600	random	35.1
seq2	1600	random	31.3
seq1	1600	random	24.1
seq9	1600	random	19.2
seq3	1600	random	13.9
seq6	1600	random	6.7
seq7	1600	random	6.2
seq4	1600	random	5.5
seq8	1600	random	-1.9
seq0	1600	random	-3.8
seq5	1700	random	40.8
seq2	1700	random	40.1
seq9	1700	random	24.6
seq1	1700	random	22.4
seq7	1700	random	14.6
seq3	1700	random	10.7
seq4	1700	random	8.5
seq8	1700	random	1.4
seq6	1700	random	0.2
seq2	1800	random	48.9
seq5	1800	random	36.5
seq1	1800	random	34.5
seq9	1800	random	24.5
seq7	1800	random	22.0
seq3	1800	random	10.3
seq8	1800	random	9.4
seq4	1800	random	7.9
seq6	1800	random	-1.7
seq9	1900	random	55.0
seq2	1900	random	47.1
seq5	1900	random	42.8
seq7	1900	random	23.3
seq1	1900	random	21.9
seq3	1900	random	19.8
seq8	1900	random	15.4
seq4	1900	random	9.1
seq6	1900	random	-0.3
seq2	2000	random	55.9
seq9	2000	random	44.6
seq5	2000	random	35.5
seq1	2000	random	31.3
seq7	2000	random	25.3
seq8	2000	random	19.1
seq3	2000	random	14.8
seq4	2000	random	11.6
seq6	2000	random	1.2
seq2	2100	random	54.6
seq9	2100	random	45.0
seq5	2100	random	36.3
seq1	2100	random	29.5
seq3	2100	random	18.5
seq4	2100	random	15.8
seq8	2100	random	15.6
seq7	2100	random	10.5
seq6	2100	random	1.8
seq2	2200	random	51.4
seq9	2200	random	46.7
seq1	2200	random	39.3
seq3	2200	random	31.1
seq5	2200	random	29.5
seq7	2200	random	17.5
seq8	2200	random	15.9
seq4	2200	random	14.5
seq6	2200	random	-0.5
seq9	2300	random	45.5
seq5	2300	random	43.4
seq4	2300	random	36.3
seq2	2300	random	35.2
seq1	2300	random	32.9
seq3	2300	random	30.8
seq7	2300	random	25.9
seq8	2300	random	20.6
seq6	2300	random	7.3
seq5	2400	random	51.2
seq3	2400	random	46.7
seq9	2400	random	44.4
seq4	2400	random	36.4
seq1	2400	random	33.9
seq8	2400	random	30.3
seq7	2400	random	26.1
seq2	2400	random	23.4
seq6	2400	random	6.8
seq9	2500	random	48.0
seq1	2500	random	34.8
seq8	2500	random	34.2
seq5	2500	random	33.1
seq2	2500	random	32.4
seq3	2500	random	31.7
seq4	2500	random	31.3
seq6	2500	random	10.5
seq7	2500	random	8.4
seq0	2500	random	-1.3
seq9	2600	random	61.1
seq3	2600	random	49.6
seq7	2600	random	35.6
seq1	2600	random	33.4
seq4	2600	random	31.3
seq5	2600	random	31.3
seq2	2600	random	29.4
seq8	2600	random	27.7
seq6	2600	random	1.5
seq9	2700	random	55.4
seq3	2700	random	34.8
seq1	2700	random	33.3
seq8	2700	random	31.1
seq5	2700	random	27.8
seq4	2700	random	26.3
seq2	2700	random	25.1
seq7	2700	random	23.7
seq6	2700	random	7.9
seq0	2700	random	-2.7
seq9	2800	random	50.9
seq1	2800	random	48.5
seq8	2800	random	37.8
seq3	2800	random	36.5
seq5	2800	random	33.9
seq2	2800	random	25.8
seq4	2800	random	23.0
seq7	2800	random	19.8
seq6	2800	random	0.4
seq3	2900	random	49.6
seq9	2900	random	48.1
seq2	2900	random	41.4
seq8	2900	random	36.6
seq7	2900	random	35.4
seq1	2900	random	33.4
seq5	2900	random	21.3
seq4	2900	random	17.2
seq6	2900	random	-1.6
seq3	3000	random	48.1
seq7	3000	random	44.3
seq9	3000	random	42.1
seq1	3000	random	31.3
seq2	3000	random	28.0
seq8	3000	random	20.3
seq4	3000	random	16.0
seq5	3000	random	11.5
seq6	3000	random	4.6
seq3	3100	random	43.2
seq8	3100	random	37.9
seq9	3100	random	34.1
seq1	3100	random	33.8
seq4	3100	random	30.7
seq7	3100	random	16.4
seq2	3100	random	15.9
seq5	3100	random	15.5
seq6	3100	random	-0.7
seq0	3100	random	-3.1
seq3	3200	random	54.8
seq1	3200	random	43.3
seq8	3200	random	42.6
seq9	3200	random	26.2
seq2	3200	random	22.8
seq5	3200	random	18.3
seq7	3200	random	15.3
seq4	3200	random	13.0
seq6	3200	random	-1.7
seq8	3300	random	67.1
seq3	3300	random	56.8
seq1	3300	random	42.6
seq5	3300	random	31.1
seq9	3300	random	30.4
seq7	3300	random	21.7
seq2	3300	random	20.3
seq4	3300	random	16.3
seq0	3300	random	-2.5
seq8	3400	random	81.8
seq1	3400	random	55.4
seq3	3400	random	47.3
seq7	3400	random	33.3
seq5	3400	random	29.2
seq2	3400	random	23.1
seq4	3400	random	22.9
seq9	3400	random	17.0
seq8	3500	random	72.1
seq1	3500	random	54.6
seq7	3500	random	41.9
seq3	3500	random	36.0
seq5	3500	random	34.6
seq2	3500	random	31.4
seq4	3500	random	20.8
seq9	3500	random	19.6
seq6	3500	random	2.2
seq8	3600	random	58.7
seq1	3600	random	51.4
seq2	3600	random	45.9
seq3	3600	random	40.6
seq7	3600	random	25.6
seq9	3600	random	23.2
seq5	3600	random	20.7
seq4	3600	random	14.2
seq6	3600	random	5.5
seq3	3700	random	51.5
seq1	3700	random	50.8
seq2	3700	random	42.7
seq8	3700	random	38.7
seq9	3700	random	15.1
seq7	3700	random	14.5
seq5	3700	random	14.3
seq4	3700	random	10.7
seq6	3700	random	9.5
seq8	3800	random	59.3
seq3	3800	random	45.9
seq2	3800	random	42.6
seq1	3800	random	33.3
seq9	3800	random	19.2
seq7	3800	random	12.5
seq4	3800	random	8.6
seq5	3800	random	2.2
seq6	3800	random	0.8
seq3	3900	random	56.7
seq2	3900	random	52.3
seq8	3900	random	51.1
seq1	3900	random	38.2
seq7	3900	random	14.6
seq4	3900	random	11.2
seq9	3900	random	6.3
seq6	3900	random	-1.7
seq5	3900	random	-2.5
seq3	4000	random	61.7
seq8	4000	random	55.7
seq1	4000	random	44.0
seq2	4000	random	42.4
seq4	4000	random	23.0
seq7	4000	random	18.2
seq9	4000	random	18.1
seq6	4000	random	3.8
seq5	4000	random	2.3
seq2	4100	random	60.7
seq3	4100	random	60.0
seq8	4100	random	56.1
seq4	4100	random	49.6
seq1	4100	random	35.8
seq9	4100	random	28.0
seq7	4100	random	10.0
seq5	4100	random	10.0
seq6	4100	random	1.8
seq8	4200	random	65.8
seq3	4200	random	64.7
seq4	4200	random	56.2
seq2	4200	random	52.7
seq1	4200	random	44.4
seq9	4200	random	29.5
seq5	4200	random	20.5
seq7	4200	random	8.0
seq6	4200	random	0.1
seq8	4300	random	77.6
seq3	4300	random	62.6
seq2	4300	random	59.8
seq4	4300	random	41.4
seq1	4300	random	35.6
seq5	4300	random	26.7
seq7	4300	random	25.5
seq9	4300	random	13.3
seq6	4300	random	-0.5
seq3	4400	random	70.2
seq8	4400	random	65.8
seq2	4400	random	60.2
seq1	4400	random	44.7
seq4	4400	random	28.6
seq5	4400	random	27.7
seq7	4400	random	18.4
seq9	4400	random	12.2
seq6	4400	random	-0.5
seq2	4500	random	82.5
seq8	4500	random	65.5
seq3	4500	random	52.4
seq1	4500	random	33.0
seq4	4500	random	28.7
seq5	4500	random	24.0
seq7	4500	random	22.7
seq9	4500	random	15.4
seq6	4500	random	-0.0
seq2	4600	random	69.0
seq1	4600	random	66.0
seq3	4600	random	63.7
seq8	4600	random	62.2
seq4	4600	random	49.5
seq7	4600	random	32.3
seq5	4600	random	23.5
seq9	4600	random	11.7
seq6	4600	random	-1.2
seq2	4700	random	78.1
seq3	4700	random	68.6
seq8	4700	random	52.1
seq1	4700	random	34.7
seq4	4700	random	34.1
seq7	4700	random	25.4
seq9	4700	random	23.0
seq5	4700	random	22.3
seq6	4700	random	-0.3
seq0	4700	random	-2.3
seq2	4800	random	81.8
seq3	4800	random	62.1
seq8	4800	random	52.0
seq1	4800	random	46.5
seq9	4800	random	29.8
seq4	4800	random	27.9
seq5	4800	random	25.3
seq7	4800	random	24.0
seq6	4800	random	2.0
seq2	4900	random	87.9
seq8	4900	random	62.2
seq3	4900	random	59.0
seq1	4900	random	58.9
seq9	4900	random	47.2
seq7	4900	random	36.1
seq4	4900	random	31.9
seq5	4900	random	23.5
seq6	4900	random	-1.6
seq2	5000	random	76.3
seq3	5000	random	62.1
seq9	5000	random	57.4
seq8	5000	random	54.0
seq1	5000	random	50.3
seq4	5000	random	37.5
seq5	5000	random	28.4
seq7	5000	random	18.8
seq6	5000	random	-1.5
seq8	5100	random	80.7
seq2	5100	random	78.6
seq1	5100	random	61.4
seq9	5100	random	58.0
seq3	5100	random	42.1
seq4	5100	random	33.5
seq5	5100	random	30.2
seq7	5100	random	6.0
seq8	5200	random	82.3
seq2	5200	random	67.1
seq9	5200	random	45.5
seq3	5200	random	44.1
seq1	5200	random	42.9
seq5	5200	random	38.9
seq4	5200	random	32.9
seq7	5200	random	15.1
seq6	5200	random	6.7
seq8	5300	random	76.7
seq2	5300	random	56.1
seq1	5300	random	50.6
seq9	5300	random	46.4
seq3	5300	random	46.0
seq5	5300	random	44.0
seq4	5300	random	26.9
seq7	5300	random	14.3
seq6	5300	random	1.2
seq8	5400	random	82.5
seq1	5400	random	70.2
seq2	5400	random	65.3
seq3	5400	random	51.0
seq5	5400	random	44.4
seq4	5400	random	39.7
seq9	5400	random	36.7
seq7	5400	random	21.0
seq6	5400	random	-2.1
seq2	5500	random	78.9
seq1	5500	random	78.4
seq3	5500	random	59.4
seq8	5500	random	55.5
seq9	5500	random	48.9
seq4	5500	random	43.9
seq5	5500	random	33.7
seq7	5500	random	20.3
seq6	5500	random	-1.9
seq2	5600	random	88.0
seq1	5600	random	87.0
seq3	5600	random	66.8
seq9	5600	random	62.9
seq8	5600	random	42.5
seq4	5600	random	32.8
seq7	5600	random	30.5
seq5	5600	random	22.7
seq6	5600	random	-1.6
seq3	5700	random	77.3
seq2	5700	random	74.4
seq1	5700	random	67.8
seq9	5700	random	55.4
seq4	5700	random	51.8
seq8	5700	random	42.2
seq7	5700	random	41.3
seq5	5700	random	37.6
seq6	5700	random	-1.4
seq3	5800	random	73.0
seq2	5800	random	71.1
seq1	5800	random	66.7
seq8	5800	random	55.3
seq4	5800	random	45.4
seq9	5800	random	43.4
seq5	5800	random	34.2
seq7	5800	random	22.6
seq6	5800	random	-2.3
seq0	5800	random	-2.8
seq2	5900	random	78.1
seq1	5900	random	78.1
seq4	5900	random	62.0
seq5	5900	random	57.5
seq9	5900	random	41.3
seq3	5900	random	38.9
seq8	5900	random	28.1
seq7	5900	random	16.0
seq6	5900	random	-2.5
seq2	6000	random	79.5
seq5	6000	random	59.2
seq3	6000	random	57.4
seq4	6000	random	52.2
seq1	6000	random	50.0
seq9	6000	random	42.2
seq8	6000	random	33.4
seq7	6000	random	14.9
seq2	6100	random	77.1
seq5	6100	random	67.9
seq9	6100	random	63.9
seq3	6100	random	55.1
seq1	6100	random	47.1
seq4	6100	random	36.9
seq8	6100	random	35.4
seq7	6100	random	22.2
seq6	6100	random	-1.6
seq3	6200	random	73.5
seq2	6200	random	73.0
seq9	6200	random	59.8
seq5	6200	random	58.9
seq1	6200	random	47.9
seq8	6200	random	30.9
seq4	6200	random	26.1
seq7	6200	random	23.7
seq6	6200	random	-1.0
seq0	6200	random	-2.0
seq3	6300	random	78.4
seq2	6300	random	76.6
seq5	6300	random	71.9
seq9	6300	random	65.4
seq1	6300	random	49.0
seq7	6300	random	30.8
seq8	6300	random	22.9
seq4	6300	random	21.3
seq6	6300	random	-1.8
seq1	6400	random	69.2
seq9	6400	random	69.1
seq2	6400	random	58.3
seq4	6400	random	57.5
seq5	6400	random	54.9
seq3	6400	random	54.8
seq8	6400	random	28.3
seq7	6400	random	20.5
seq6	6400	random	-2.0
seq9	6500	random	80.3
seq1	6500	random	64.2
seq5	6500	random	63.6
seq2	6500	random	57.7
seq3	6500	random	57.1
seq4	6500	random	56.9
seq8	6500	random	13.8
seq6	6500	random	7.9
seq7	6500	random	7.7
seq9	6600	random	85.5
seq2	6600	random	70.0
seq4	6600	random	60.8
seq1	6600	random	59.6
seq3	6600	random	58.0
seq5	6600	random	54.1
seq8	6600	random	17.1
seq7	6600	random	4.9
seq6	6600	random	2.5
seq9	6700	random	89.5
seq2	6700	random	70.8
seq1	6700	random	67.2
seq4	6700	random	66.5
seq5	6700	random	51.3
seq3	6700	random	45.7
seq8	6700	random	40.7
seq7	6700	random	8.5
seq6	6700	random	5.7
seq0	6700	random	-1.2
seq9	6800	random	96.9
seq4	6800	random	75.0
seq2	6800	random	73.7
seq5	6800	random	56.0
seq1	6800	random	53.2
seq3	6800	random	53.0
seq8	6800	random	37.0
seq7	6800	random	12.0
seq6	6800	random	4.9
seq0	6800	random	-1.9
seq9	6900	random	83.0
seq4	6900	random	76.3
seq2	6900	random	69.0
seq5	6900	random	67.6
seq1	6900	random	58.0
seq3	6900	random	54.7
seq8	6900	random	24.4
seq6	6900	random	13.4
seq7	6900	random	6.1
seq0	6900	random	-1.7
seq9	7000	random	80.0
seq5	7000	random	70.2
seq2	7000	random	64.4
seq4	7000	random	61.3
seq3	7000	random	54.1
seq1	7000	random	50.1
seq8	7000	random	41.6
seq6	7000	random	14.9
seq7	7000	random	3.0
seq9	7100	random	80.1
seq5	7100	random	76.2
seq2	7100	random	61.4
seq4	7100	random	60.4
seq3	7100	random	59.0
seq1	7100	random	46.5
seq8	7100	random	45.2
seq6	7100	random	24.9
seq7	7100	random	5.7
seq9	7200	random	104.5
seq2	7200	random	74.8
seq5	7200	random	72.5
seq3	7200	random	59.8
seq4	7200	random	56.4
seq1	7200	random	50.2
seq8	7200	random	30.0
seq6	7200	random	20.5
seq7	7200	random	9.5
seq9	7300	random	115.4
seq2	7300	random	82.8
seq5	7300	random	67.7
seq3	7300	random	63.4
seq1	7300	random	57.9
seq4	7300	random	51.4
seq6	7300	random	27.0
seq8	7300	random	18.3
seq7	7300	random	11.1
seq9	7400	random	117.0
seq2	7400	random	73.5
seq5	7400	random	73.0
seq1	7400	random	68.5
seq3	7400	random	63.1
seq4	7400	random	58.9
seq8	7400	random	38.6
seq7	7400	random	29.2
seq6	7400	random	25.7
seq9	7500	random	114.9
seq2	7500	random	77.7
seq1	7500	random	76.0
seq5	7500	random	67.7
seq4	7500	random	65.0
seq3	7500	random	56.2
seq8	7500	random	46.1
seq6	7500	random	25.0
seq7	7500	random	17.2
seq9	7600	random	129.8
seq1	7600	random	96.7
seq2	7600	random	91.2
seq3	7600	random	56.5
seq5	7600	random	47.3
seq8	7600	random	46.9
seq4	7600	random	45.9
seq7	7600	random	30.7
seq6	7600	random	29.1
seq9	7700	random	118.7
seq1	7700	random	97.6
seq2	7700	random	97.5
seq3	7700	random	69.9
seq5	7700	random	50.5
seq8	7700	random	49.2
seq4	7700	random	42.4
seq7	7700	random	28.6
seq6	7700	random	21.3
seq9	7800	random	111.7
seq2	7800	random	109.5
seq1	7800	random	83.9
seq5	7800	random	69.8
seq3	7800	random	58.2
seq8	7800	random	52.1
seq4	7800	random	47.8
seq6	7800	random	28.3
seq7	7800	random	20.6
seq0	7800	random	-1.6
seq9	7900	random	114.3
seq2	7900	random	105.4
seq1	7900	random	102.8
seq3	7900	random	81.6
seq5	7900	random	65.8
seq4	7900	random	52.7
seq6	7900	random	37.7
seq8	7900	random	34.7
seq7	7900	random	28.2
seq0	7900	random	-2.0
seq9	8000	random	115.9
seq2	8000	random	111.2
seq1	8000	random	104.5
seq3	8000	random	78.3
seq5	8000	random	57.5
seq4	8000	random	49.7
seq8	8000	random	34.3
seq6	8000	random	30.3
seq7	8000	random	24.5
seq9	8100	random	124.4
seq2	8100	random	112.4
seq1	8100	random	78.9
seq3	8100	random	62.6
seq4	8100	random	50.3
seq5	8100	random	49.4
seq6	8100	random	42.5
seq8	8100	random	30.5
seq7	8100	random	9.0
seq9	8200	random	132.7
seq2	8200	random	98.0
seq1	8200	random	70.2
seq3	8200	random	63.8
seq6	8200	random	54.9
seq5	8200	random	50.8
seq4	8200	random	50.4
seq8	8200	random	35.3
seq7	8200	random	-2.1
seq9	8300	random	115.9
seq2	8300	random	94.6
seq3	8300	random	79.8
seq6	8300	random	63.6
seq4	8300	random	57.6
seq1	8300	random	49.4
seq5	8300	random	45.2
seq8	8300	random	23.5
seq7	8300	random	-1.0
seq0	8300	random	-1.8
seq9	8400	random	120.6
seq2	8400	random	117.1
seq3	8400	random	78.5
seq1	8400	random	63.9
seq6	8400	random	58.7
seq4	8400	random	55.5
seq5	8400	random	49.1
seq8	8400	random	21.4
seq0	8400	random	-1.2
seq7	8400	random	-1.8
seq2	8500	random	129.5
seq9	8500	random	124.5
seq3	8500	random	80.8
seq1	8500	random	77.2
seq4	8500	random	57.2
seq6	8500	random	56.7
seq5	8500	random	42.9
seq8	8500	random	34.5
seq0	8500	random	-1.3
seq7	8500	random	-1.9
seq9	8600	random	129.0
seq2	8600	random	124.1
seq1	8600	random	81.3
seq3	8600	random	62.1
seq8	8600	random	48.0
seq4	8600	random	47.9
seq6	8600	random	45.6
seq5	8600	random	34.9
seq7	8600	random	-0.5
seq9	8700	random	132.7
seq2	8700	random	128.8
seq1	8700	random	83.2
seq3	8700	random	73.2
seq4	8700	random	54.5
seq6	8700	random	50.1
seq8	8700	random	36.7
seq5	8700	random	30.1
seq0	8700	random	-1.2
seq7	8700	random	-2.3
seq9	8800	random	132.2
seq2	8800	random	130.8
seq3	8800	random	81.7
seq1	8800	random	76.5
seq4	8800	random	72.4
