sequence_name	n_mutations	proposal_type	hmmer_seq_score
seq6	8800	random	67.0
seq8	8800	random	45.8
seq5	8800	random	27.2
seq9	8900	random	122.6
seq2	8900	random	121.5
seq1	8900	random	88.7
seq4	8900	random	78.6
seq6	8900	random	70.1
seq3	8900	random	63.3
seq8	8900	random	53.0
seq5	8900	random	43.7
seq7	8900	random	-2.2
seq2	9000	random	128.4
seq9	9000	random	122.8
seq1	9000	random	85.5
seq4	9000	random	72.5
seq3	9000	random	72.4
seq6	9000	random	50.8
seq5	9000	random	32.2
seq8	9000	random	28.4
seq7	9000	random	-2.0
seq2	9100	random	138.3
seq9	9100	random	119.2
seq4	9100	random	83.7
seq3	9100	random	69.8
seq1	9100	random	63.3
seq6	9100	random	47.4
seq5	9100	random	34.8
seq8	9100	random	31.2
seq7	9100	random	1.7
seq2	9200	random	131.7
seq9	9200	random	112.8
seq4	9200	random	90.0
seq3	9200	random	71.4
seq1	9200	random	70.1
seq6	9200	random	59.6
seq5	9200	random	32.1
seq8	9200	random	25.3
seq7	9200	random	1.3
seq2	9300	random	123.0
seq9	9300	random	121.8
seq4	9300	random	91.7
seq3	9300	random	70.3
seq1	9300	random	53.5
seq6	9300	random	49.0
seq8	9300	random	29.4
seq5	9300	random	25.1
seq7	9300	random	12.3
seq2	9400	random	115.2
seq9	9400	random	114.5
seq4	9400	random	90.2
seq3	9400	random	79.4
seq1	9400	random	64.2
seq6	9400	random	45.0
seq8	9400	random	26.7
seq5	9400	random	24.4
seq7	9400	random	14.6
seq2	9500	random	122.0
seq9	9500	random	113.6
seq3	9500	random	92.9
seq4	9500	random	83.5
seq1	9500	random	64.3
seq6	9500	random	40.7
seq5	9500	random	28.0
seq7	9500	random	16.2
seq8	9500	random	11.3
seq2	9600	random	129.2
seq9	9600	random	117.0
seq4	9600	random	105.1
seq3	9600	random	101.9
seq1	9600	random	70.6
seq5	9600	random	40.0
seq6	9600	random	37.4
seq7	9600	random	13.4
seq8	9600	random	10.2
seq2	9700	random	137.2
seq9	9700	random	127.6
seq3	9700	random	116.2
seq4	9700	random	98.4
seq1	9700	random	71.9
seq5	9700	random	33.8
seq6	9700	random	31.0
seq8	9700	random	28.1
seq7	9700	random	24.0
seq2	9800	random	145.7
seq9	9800	random	126.4
seq3	9800	random	122.3
seq4	9800	random	93.9
seq1	9800	random	63.9
seq5	9800	random	52.1
seq6	9800	random	41.8
seq7	9800	random	27.6
seq8	9800	random	12.0
seq2	9900	random	146.1
seq9	9900	random	132.0
seq3	9900	random	118.1
seq4	9900	random	113.8
seq1	9900	random	70.9
seq5	9900	random	38.4
seq6	9900	random	36.1
seq7	9900	random	26.7
seq8	9900	random	7.0
seq0	9900	random	-2.3
seq2	10000	random	147.5
seq9	10000	random	135.1
seq4	10000	random	113.2
seq3	10000	random	112.6
seq1	10000	random	77.8
seq6	10000	random	40.0
seq5	10000	random	37.0
seq7	10000	random	29.1
seq8	10000	random	14.8
