sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.9364035087719298	7.544131707907498	0.8930453037378197	0.0
2	0.9451754385964912	7.968325346031566	1.2477986214175403	0.0
3	0.9385964912280702	7.61852996029093	0.9015975942094944	0.0
4	0.9671052631578947	7.844129451043877	1.0113298638543082	0.0
5	0.9649122807017544	8.331695356670993	1.0098693201611544	0.0
6	0.9385964912280702	7.729346036538002	0.8832629838884779	0.0
7	0.9407894736842105	8.210911217923144	1.2158212442918421	0.0
8	0.9232456140350878	8.239546247211722	0.9202128042265888	0.0
9	0.9758771929824561	9.691228595028255	1.0609677648773537	0.0
10	0.956140350877193	8.468351516011248	0.8970239712154703	0.0
