sim_ind	normalized_rf	kf_distance	MAE
1	0.8022813688212928	5.055171582993039	2.1442335410534676
2	0.7870722433460076	4.9694821048262945	2.0474163644691052
3	0.7870722433460076	4.800254945617855	2.152380668280274
4	0.752851711026616	4.8438100973740115	1.9982907599166622
5	0.7452471482889734	4.64161530517074	1.711197170584454
6	0.7680608365019012	5.053505271765539	1.8877623087383466
7	0.7376425855513308	4.929133586408845	1.9961231166157392
8	0.7414448669201521	4.687656331414181	1.9043033402815923
9	0.7338403041825095	4.793531799468916	1.7239438596799441
10	0.7604562737642585	4.823073866904606	2.252086699165749
