sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.21388888888888888	0.7015859935480927	0.061994729697422445	0.9
2	0.26666666666666666	0.7379125934919437	0.061779455115689774	0.9
3	0.2638888888888889	0.40105296848152333	0.05607959143437841	0.9
4	0.20555555555555555	0.759199826065833	0.034932770979827284	0.9
5	0.20833333333333334	0.6777859453194108	0.04030915478968585	0.9
6	0.2388888888888889	0.7290838926517919	0.06819063752635056	0.9
7	0.2916666666666667	0.8151226635724365	0.056841936377462134	0.9
8	0.21666666666666667	0.7110781722878331	0.07205918748223555	0.9
9	0.28888888888888886	0.7687706270465078	0.08309978413837792	0.9
10	0.2833333333333333	0.798642388633633	0.07925394684812466	0.9
