sim_ind	normalized_rf	kf_distance	MAE
1	0.9872611464968153	5.4681888192169295	1.1962485335248803
2	0.9554140127388535	6.099384943148937	1.8600676125878548
3	0.9554140127388535	4.996926644449747	1.4931164066504286
4	0.9617834394904459	5.061291350441112	1.3540192342025268
5	0.9490445859872612	5.271071784166669	1.2825685902799115
6	0.9363057324840764	5.344847286754261	1.1022195374650083
7	0.9044585987261147	5.221787666902141	1.3566055342592165
8	0.9426751592356688	5.450966038687893	1.332802968910759
9	0.9299363057324841	5.27809978983074	1.284925406587376
10	0.9681528662420382	5.042870204611128	1.425379643045465
