sim_ind	proposal_type	pseudocount	n_mutations	mean MI value
2	random	0.4	20	0.4869096909432376
2	random	0.4	40	0.43119272142627507
2	random	0.4	60	0.3911634392399372
2	random	0.4	80	0.3647123649089275
2	random	0.4	100	0.3422106634128162
2	random	0.4	120	0.3266665548976955
2	random	0.4	140	0.3112461012555513
2	random	0.4	160	0.3017111496045594
2	random	0.4	180	0.29225201247259647
2	random	0.4	200	0.285186176280324
2	random	0.4	220	0.2808901997023414
2	random	0.4	240	0.2753304781068284
2	random	0.4	260	0.2708605345140252
2	random	0.4	280	0.26622941677091283
2	random	0.4	300	0.26228685654057315
2	random	0.4	320	0.2588784545569725
2	random	0.4	340	0.254962401500197
2	random	0.4	360	0.25199655605235854
2	random	0.4	380	0.24911152278143053
2	random	0.4	400	0.24521928093804898
2	random	0.4	420	0.24292246520754912
2	random	0.4	440	0.24132615263557183
2	random	0.4	460	0.2388703101013249
2	random	0.4	480	0.2381369272703173
2	random	0.4	500	0.23820502949722633
2	random	0.4	520	0.23542955138287214
2	random	0.4	540	0.23450647164787894
2	random	0.4	560	0.23159788009997756
2	random	0.4	580	0.23078612286005415
2	random	0.4	600	0.22913971016174392
2	random	0.4	620	0.2281706854693389
2	random	0.4	640	0.22775119190133286
2	random	0.4	660	0.22675745427357683
2	random	0.4	680	0.2248623190202821
2	random	0.4	700	0.22453983758154186
2	random	0.4	720	0.22368789058637492
2	random	0.4	740	0.22505230897251374
2	random	0.4	760	0.224797266634414
2	random	0.4	780	0.2239393074493211
2	random	0.4	800	0.22430445817652347
2	random	0.4	820	0.22292952881065087
2	random	0.4	840	0.22169333945623904
2	random	0.4	860	0.22159789092411172
2	random	0.4	880	0.21976181571170456
2	random	0.4	900	0.21955051170558404
2	random	0.4	920	0.21917023526618948
2	random	0.4	940	0.21954549113871294
2	random	0.4	960	0.2189270696657426
2	random	0.4	980	0.21900763681418325
2	random	0.4	1000	0.2180915552049401
2	random	0.4	1020	0.21809172302157143
2	random	0.4	1040	0.2183501748422589
2	random	0.4	1060	0.21765157649690559
2	random	0.4	1080	0.2185712178066295
2	random	0.4	1100	0.21784482017832954
2	random	0.4	1120	0.21593963526936935
2	random	0.4	1140	0.2160865788411055
2	random	0.4	1160	0.21561581975858626
2	random	0.4	1180	0.21575588402831866
2	random	0.4	1200	0.2151114939652223
2	random	0.4	1220	0.2148764278060015
2	random	0.4	1240	0.21408302861746087
2	random	0.4	1260	0.21564119724803232
2	random	0.4	1280	0.2146386270204883
2	random	0.4	1300	0.21432854798525142
2	random	0.4	1320	0.21356345018480874
2	random	0.4	1340	0.21291227546132202
2	random	0.4	1360	0.2127974261604278
2	random	0.4	1380	0.21275615404119635
2	random	0.4	1400	0.21195747624114022
2	random	0.4	1420	0.2123892730057529
2	random	0.4	1440	0.2128773323748954
2	random	0.4	1460	0.21294759837098282
2	random	0.4	1480	0.21256104739031467
2	random	0.4	1500	0.213274656698737
2	random	0.4	1520	0.21286446810347887
2	random	0.4	1540	0.2125839485853438
2	random	0.4	1560	0.21231527763025487
2	random	0.4	1580	0.21197298198642742
2	random	0.4	1600	0.21140485694730776
2	random	0.4	1620	0.2112357694376501
2	random	0.4	1640	0.21066011436927462
2	random	0.4	1660	0.21068677484006337
2	random	0.4	1680	0.20999074713712804
2	random	0.4	1700	0.20930947721315857
2	random	0.4	1720	0.20980175320257066
2	random	0.4	1740	0.2104657972560707
2	random	0.4	1760	0.209340039408313
2	random	0.4	1780	0.20927219163229857
2	random	0.4	1800	0.20978958885992074
2	random	0.4	1820	0.2092942975662014
2	random	0.4	1840	0.20898547161410133
2	random	0.4	1860	0.2077338212800639
2	random	0.4	1880	0.20793962905823288
2	random	0.4	1900	0.20870492850223812
2	random	0.4	1920	0.20871322891452943
2	random	0.4	1940	0.2096126822092667
2	random	0.4	1960	0.2095562012599752
2	random	0.4	1980	0.2085332042169161
2	random	0.4	2000	0.20898377818697852
