sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.66	1.4283245437180279	0.4410574931568629	0.0
2	0.84	2.1730256718231726	0.7583932117360487	0.0
3	0.88	1.8545950599432612	0.40613533796681733	0.0
4	0.92	1.8839927049778908	0.4430713298016593	0.0
5	0.9	1.8683337795611235	0.6643402008929102	0.0
6	0.82	1.9596472811304408	0.5272206843235298	0.0
7	0.82	1.6417982383293142	0.46571993292232294	0.0
8	0.84	1.7076411710547876	0.513924355670438	0.0
9	0.9	2.0391063209695446	0.4860321241229256	0.0
10	0.84	1.8880941713115351	0.3955774554788841	0.0
