sim_ind	normalized_rf	kf_distance	MAE
1	0.8301886792452831	1.8792800974098602	0.7758406060255892
2	0.8679245283018868	1.907092767393969	0.8393965380255876
3	0.8113207547169812	1.763060565807611	0.8798101405858579
4	0.8867924528301887	2.0825993584957114	0.6878986070585865
5	0.8301886792452831	1.8495791647718391	0.6944703409966332
6	0.8867924528301887	1.9146414766531703	0.8313014690181812
7	0.7358490566037735	1.791336715226892	0.8662489147811449
8	0.7547169811320755	1.8853974459584084	0.6852960153535353
9	0.8679245283018868	1.8912632963604987	0.9190307467744102
10	0.7924528301886793	1.9596063280083977	0.8662755891595953
