sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.8260869565217391	1.7590017097404604	0.8232206063634754	0.1
2	0.782608695652174	1.7706162477215095	0.796519558408688	0.1
3	0.8260869565217391	1.6974925112498265	0.9155873949521265	0.1
4	0.8478260869565217	1.9674823329570978	0.861319606496454	0.1
5	0.8478260869565217	1.869851822005472	0.909114501564716	0.1
6	0.8260869565217391	1.700624449372262	0.8111683694219863	0.1
7	0.782608695652174	1.8198022810490273	0.683448431949468	0.1
8	0.6956521739130435	1.5459764477369682	0.8182095853421996	0.1
9	0.8043478260869565	1.8673407330444731	0.8354752950079802	0.1
10	0.7608695652173914	1.5286461365283308	0.8719092026391851	0.1
