sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.6190476190476191	2.244507021201718	2.091255987628965	0.3
2	0.6428571428571429	2.1915103241346046	2.27374078864905	0.3
3	0.5714285714285714	2.079061216401882	2.115801734921775	0.3
4	0.6190476190476191	2.5110320018513863	2.0002086785137414	0.3
5	0.6428571428571429	2.283350553732347	2.1538062610613133	0.3
6	0.5714285714285714	2.4240889429834622	2.2066161047727277	0.3
7	0.5238095238095238	2.1954239060269902	2.002776670157505	0.3
8	0.5238095238095238	2.013981194760958	1.9295188236236795	0.3
9	0.5238095238095238	2.2736999255498587	2.2437526488319266	0.3
10	0.7142857142857143	2.6355992664929433	2.1057978709735736	0.3
